Tournament,Stage,Match Type,Match Name,Map,Round Number,Eliminator Team,Eliminator,Eliminator Agent,Eliminated Team,Eliminated,Eliminated Agent,Kill Type
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,Rex Regum Qeon,Monyet,neon,T1,stax,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,Rex Regum Qeon,Monyet,neon,T1,BuZz,neon,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,15,Rex Regum Qeon,Monyet,neon,T1,Munchkin,astra,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,15,Rex Regum Qeon,Monyet,neon,T1,BuZz,neon,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,15,Rex Regum Qeon,Monyet,neon,T1,stax,sova,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,15,Rex Regum Qeon,Monyet,neon,T1,iZu,yoru,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,4,Rex Regum Qeon,Jemkin,chamber,T1,BuZz,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,4,Rex Regum Qeon,Jemkin,chamber,T1,iZu,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,12,Rex Regum Qeon,Jemkin,chamber,T1,Meteor,killjoy,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,12,Rex Regum Qeon,Jemkin,chamber,T1,iZu,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,12,Rex Regum Qeon,Jemkin,chamber,T1,Munchkin,astra,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,1,T1,stax,sova,Rex Regum Qeon,xffero,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,1,T1,stax,sova,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,stax,sova,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,stax,sova,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,9,T1,stax,sova,Rex Regum Qeon,Monyet,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,9,T1,stax,sova,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,10,T1,stax,sova,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,10,T1,stax,sova,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,5,T1,BuZz,neon,Rex Regum Qeon,xffero,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,5,T1,BuZz,neon,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,8,T1,BuZz,neon,Rex Regum Qeon,Jemkin,chamber,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,8,T1,BuZz,neon,Rex Regum Qeon,Monyet,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,20,T1,BuZz,neon,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,20,T1,BuZz,neon,Rex Regum Qeon,Jemkin,chamber,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,6,T1,BuZz,neon,Rex Regum Qeon,Monyet,neon,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,6,T1,BuZz,neon,Rex Regum Qeon,crazyguy,tejo,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,6,T1,BuZz,neon,Rex Regum Qeon,Kushy,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,Munchkin,astra,Rex Regum Qeon,Monyet,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,Munchkin,astra,Rex Regum Qeon,xffero,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,Munchkin,astra,Rex Regum Qeon,Monyet,neon,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,7,T1,Munchkin,astra,Rex Regum Qeon,xffero,astra,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,3,T1,Meteor,killjoy,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,3,T1,Meteor,killjoy,Rex Regum Qeon,xffero,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,5,T1,Meteor,killjoy,Rex Regum Qeon,Monyet,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,5,T1,Meteor,killjoy,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,2,T1,iZu,yoru,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,2,T1,iZu,yoru,Rex Regum Qeon,Monyet,neon,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,9,T1,iZu,yoru,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,9,T1,iZu,yoru,Rex Regum Qeon,Jemkin,chamber,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,14,T1,iZu,yoru,Rex Regum Qeon,crazyguy,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,14,T1,iZu,yoru,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,13,T1,iZu,yoru,Rex Regum Qeon,Jemkin,chamber,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,13,T1,iZu,yoru,Rex Regum Qeon,Kushy,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,13,T1,iZu,yoru,Rex Regum Qeon,crazyguy,tejo,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,Rex Regum Qeon,Kushy,sova,T1,BuZz,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,Rex Regum Qeon,Kushy,sova,T1,iZu,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,15,Rex Regum Qeon,xffero,viper,T1,BuZz,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,15,Rex Regum Qeon,xffero,viper,T1,Meteor,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,3,Rex Regum Qeon,xffero,viper,T1,iZu,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,3,Rex Regum Qeon,xffero,viper,T1,Munchkin,viper,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,3,Rex Regum Qeon,xffero,viper,T1,Meteor,astra,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,Rex Regum Qeon,Monyet,jett,T1,stax,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,Rex Regum Qeon,Monyet,jett,T1,iZu,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,Rex Regum Qeon,Jemkin,yoru,T1,BuZz,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,Rex Regum Qeon,Jemkin,yoru,T1,Meteor,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,Rex Regum Qeon,Jemkin,yoru,T1,Meteor,astra,1v1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,1,T1,stax,sova,Rex Regum Qeon,Jemkin,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,1,T1,stax,sova,Rex Regum Qeon,Kushy,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,1,T1,stax,sova,Rex Regum Qeon,xffero,viper,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,2,T1,BuZz,jett,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,2,T1,BuZz,jett,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,T1,BuZz,jett,Rex Regum Qeon,xffero,viper,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,T1,BuZz,jett,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,10,T1,BuZz,jett,Rex Regum Qeon,Monyet,jett,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,10,T1,BuZz,jett,Rex Regum Qeon,xffero,viper,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,10,T1,BuZz,jett,Rex Regum Qeon,Jemkin,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,11,T1,BuZz,jett,Rex Regum Qeon,xffero,viper,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,11,T1,BuZz,jett,Rex Regum Qeon,Kushy,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,11,T1,BuZz,jett,Rex Regum Qeon,Monyet,jett,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,8,T1,Munchkin,viper,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,8,T1,Munchkin,viper,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,13,T1,Munchkin,viper,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,13,T1,Munchkin,viper,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,T1,Munchkin,viper,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,T1,Munchkin,viper,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,T1,Munchkin,viper,Rex Regum Qeon,Jemkin,yoru,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,14,T1,Munchkin,viper,Rex Regum Qeon,Kushy,sova,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,5,T1,Meteor,astra,Rex Regum Qeon,xffero,viper,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,5,T1,Meteor,astra,Rex Regum Qeon,crazyguy,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,T1,Meteor,astra,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,6,T1,Meteor,astra,Rex Regum Qeon,crazyguy,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,15,T1,Meteor,astra,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,15,T1,Meteor,astra,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,9,T1,Meteor,astra,Rex Regum Qeon,Monyet,jett,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,9,T1,Meteor,astra,Rex Regum Qeon,crazyguy,astra,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,9,T1,Meteor,astra,Rex Regum Qeon,xffero,viper,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,9,T1,Meteor,astra,Rex Regum Qeon,Kushy,sova,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,5,T1,iZu,yoru,Rex Regum Qeon,Kushy,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,5,T1,iZu,yoru,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,7,T1,iZu,yoru,Rex Regum Qeon,Jemkin,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,7,T1,iZu,yoru,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,13,T1,iZu,yoru,Rex Regum Qeon,Monyet,jett,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,13,T1,iZu,yoru,Rex Regum Qeon,crazyguy,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,4,T1,iZu,yoru,Rex Regum Qeon,Monyet,jett,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,4,T1,iZu,yoru,Rex Regum Qeon,Jemkin,yoru,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,4,T1,iZu,yoru,Rex Regum Qeon,crazyguy,astra,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,4,T1,iZu,yoru,Rex Regum Qeon,xffero,viper,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,crazyguy,astra,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,crazyguy,astra,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,18,Rex Regum Qeon,crazyguy,astra,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,18,Rex Regum Qeon,crazyguy,astra,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,32,Rex Regum Qeon,crazyguy,astra,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,32,Rex Regum Qeon,crazyguy,astra,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,32,Rex Regum Qeon,crazyguy,astra,Rex Regum Qeon,crazyguy,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,crazyguy,astra,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,crazyguy,astra,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,16,Rex Regum Qeon,crazyguy,astra,T1,Meteor,waylay,1v1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,crazyguy,astra,T1,Munchkin,astra,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,crazyguy,astra,T1,BuZz,yoru,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,5,Rex Regum Qeon,Kushy,sova,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,5,Rex Regum Qeon,Kushy,sova,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,17,Rex Regum Qeon,Kushy,sova,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,17,Rex Regum Qeon,Kushy,sova,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,30,Rex Regum Qeon,Kushy,sova,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,30,Rex Regum Qeon,Kushy,sova,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,35,Rex Regum Qeon,Kushy,sova,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,35,Rex Regum Qeon,Kushy,sova,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,36,Rex Regum Qeon,Kushy,sova,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,36,Rex Regum Qeon,Kushy,sova,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,16,Rex Regum Qeon,Kushy,sova,T1,BuZz,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,16,Rex Regum Qeon,Kushy,sova,T1,iZu,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,16,Rex Regum Qeon,Kushy,sova,T1,stax,tejo,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,20,Rex Regum Qeon,Kushy,sova,T1,BuZz,yoru,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,20,Rex Regum Qeon,Kushy,sova,T1,iZu,sova,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,20,Rex Regum Qeon,Kushy,sova,T1,Meteor,waylay,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,20,Rex Regum Qeon,Kushy,sova,T1,Munchkin,astra,4k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,11,Rex Regum Qeon,Kushy,sova,T1,Munchkin,astra,1v1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,17,Rex Regum Qeon,xffero,brimstone,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,17,Rex Regum Qeon,xffero,brimstone,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,24,Rex Regum Qeon,xffero,brimstone,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,24,Rex Regum Qeon,xffero,brimstone,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,25,Rex Regum Qeon,xffero,brimstone,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,25,Rex Regum Qeon,xffero,brimstone,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,27,Rex Regum Qeon,xffero,brimstone,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,27,Rex Regum Qeon,xffero,brimstone,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,8,Rex Regum Qeon,Monyet,waylay,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,8,Rex Regum Qeon,Monyet,waylay,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,Monyet,waylay,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,14,Rex Regum Qeon,Monyet,waylay,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,21,Rex Regum Qeon,Monyet,waylay,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,21,Rex Regum Qeon,Monyet,waylay,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,22,Rex Regum Qeon,Monyet,waylay,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,22,Rex Regum Qeon,Monyet,waylay,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,32,Rex Regum Qeon,Monyet,waylay,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,32,Rex Regum Qeon,Monyet,waylay,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,35,Rex Regum Qeon,Monyet,waylay,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,35,Rex Regum Qeon,Monyet,waylay,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,31,Rex Regum Qeon,Monyet,waylay,T1,Meteor,waylay,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,31,Rex Regum Qeon,Monyet,waylay,T1,BuZz,yoru,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,31,Rex Regum Qeon,Monyet,waylay,T1,iZu,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,Monyet,waylay,T1,iZu,sova,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,Monyet,waylay,T1,stax,tejo,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,Monyet,waylay,T1,Munchkin,astra,3k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,Monyet,waylay,T1,stax,tejo,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,34,Rex Regum Qeon,Monyet,waylay,T1,Munchkin,astra,1v2
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,9,Rex Regum Qeon,Jemkin,yoru,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,9,Rex Regum Qeon,Jemkin,yoru,T1,Munchkin,astra,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,10,Rex Regum Qeon,Jemkin,yoru,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,10,Rex Regum Qeon,Jemkin,yoru,T1,stax,tejo,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,13,Rex Regum Qeon,Jemkin,yoru,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,13,Rex Regum Qeon,Jemkin,yoru,T1,BuZz,yoru,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,18,Rex Regum Qeon,Jemkin,yoru,T1,Meteor,waylay,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,18,Rex Regum Qeon,Jemkin,yoru,T1,iZu,sova,2k
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,25,Rex Regum Qeon,Jemkin,yoru,T1,Munchkin,astra,2k
