Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,11,ULF Esports,,8.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,11,Team Heretics,,9.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,12,ULF Esports,,1.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,12,Team Heretics,,6.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,13,ULF Esports,,0.4k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,13,Team Heretics,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,14,ULF Esports,,5.2k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,14,Team Heretics,,8.9k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,15,ULF Esports,,11.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,15,Team Heretics,,0.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,16,ULF Esports,,2.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,16,Team Heretics,,3.9k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,17,ULF Esports,,8.9k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,17,Team Heretics,,4.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,18,ULF Esports,,2.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,18,Team Heretics,,12.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,19,ULF Esports,,1.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,19,Team Heretics,,15.9k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,20,ULF Esports,,0.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,20,Team Heretics,,16.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,21,ULF Esports,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,21,Team Heretics,,18.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,1,Natus Vincere,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,1,Gentle Mates,,0.5k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,2,Natus Vincere,,8.9k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,2,Gentle Mates,,4.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,3,Natus Vincere,,0.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,3,Gentle Mates,,11.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,4,Natus Vincere,,9.1k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,4,Gentle Mates,,8.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,5,Natus Vincere,,3.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,5,Gentle Mates,,9.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,6,Natus Vincere,,5.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,6,Gentle Mates,,8.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,7,Natus Vincere,,7.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,7,Gentle Mates,,1.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,8,Natus Vincere,,20.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,8,Gentle Mates,,8.4k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,9,Natus Vincere,,8.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,9,Gentle Mates,,16.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,10,Natus Vincere,,5.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,10,Gentle Mates,,24.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,11,Natus Vincere,,8.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,11,Gentle Mates,,28.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,12,Natus Vincere,,4.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,12,Gentle Mates,,12.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,13,Natus Vincere,,0.1k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,13,Gentle Mates,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,14,Natus Vincere,,9.3k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,14,Gentle Mates,,2.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,15,Natus Vincere,,7.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,15,Gentle Mates,,9.8k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,16,Natus Vincere,,21.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,16,Gentle Mates,,1.9k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,17,Natus Vincere,,9.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,17,Gentle Mates,,6.9k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,18,Natus Vincere,,3.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,18,Gentle Mates,,13.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,19,Natus Vincere,,0.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,19,Gentle Mates,,12.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,20,Natus Vincere,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,20,Gentle Mates,,21.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,1,Natus Vincere,,0.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,1,Gentle Mates,,0.3k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,2,Natus Vincere,,9.0k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,2,Gentle Mates,,1.8k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,3,Natus Vincere,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,3,Gentle Mates,,12.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,4,Natus Vincere,,8.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,4,Gentle Mates,,15.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,5,Natus Vincere,,1.8k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,5,Gentle Mates,,17.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,6,Natus Vincere,,2.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,6,Gentle Mates,,6.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,7,Natus Vincere,,8.2k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,7,Gentle Mates,,15.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,8,Natus Vincere,,0.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,8,Gentle Mates,,27.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,9,Natus Vincere,,8.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,9,Gentle Mates,,30.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,10,Natus Vincere,,2.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,10,Gentle Mates,,33.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,11,Natus Vincere,,5.8k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,11,Gentle Mates,,16.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,12,Natus Vincere,,4.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,12,Gentle Mates,,5.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,13,Natus Vincere,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,13,Gentle Mates,,0.4k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,14,Natus Vincere,,2.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,14,Gentle Mates,,8.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,15,Natus Vincere,,13.3k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,15,Gentle Mates,,0.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,16,Natus Vincere,,1.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,16,Gentle Mates,,6.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,17,Natus Vincere,,5.7k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,17,Gentle Mates,,9.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,18,Natus Vincere,,1.7k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,18,Gentle Mates,,7.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,19,Natus Vincere,,7.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,19,Gentle Mates,,9.8k,Semi-eco: 5-10k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,20,Natus Vincere,,1.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,20,Gentle Mates,,10.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,21,Natus Vincere,,5.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,21,Gentle Mates,,9.7k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,22,Natus Vincere,,7.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,22,Gentle Mates,,2.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,1,BBL Esports,,0.4k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,1,Team Vitality,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,2,BBL Esports,,4.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,2,Team Vitality,,8.3k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,3,BBL Esports,,13.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,3,Team Vitality,,1.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,4,BBL Esports,,11.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,4,Team Vitality,,9.2k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,5,BBL Esports,,20.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,5,Team Vitality,,3.5k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,6,BBL Esports,,9.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,6,Team Vitality,,9.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,7,BBL Esports,,6.8k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,7,Team Vitality,,16.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,8,BBL Esports,,3.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,8,Team Vitality,,20.0k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,9,BBL Esports,,7.1k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,9,Team Vitality,,20.2k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,10,BBL Esports,,5.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,10,Team Vitality,,20.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,11,BBL Esports,,10.9k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,11,Team Vitality,,9.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,12,BBL Esports,,1.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,12,Team Vitality,,13.6k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,13,BBL Esports,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,13,Team Vitality,,0.2k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,14,BBL Esports,,8.7k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,14,Team Vitality,,4.5k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,15,BBL Esports,,10.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,15,Team Vitality,,7.7k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,16,BBL Esports,,16.3k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,16,Team Vitality,,1.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,17,BBL Esports,,15.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,17,Team Vitality,,10.4k,Semi-eco: 5-10k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,18,BBL Esports,,22.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,18,Team Vitality,,3.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,19,BBL Esports,,23.1k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,19,Team Vitality,,2.6k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,20,BBL Esports,,21.7k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,20,Team Vitality,,0.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,21,BBL Esports,,8.5k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,21,Team Vitality,,0.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,22,BBL Esports,,1.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,22,Team Vitality,,6.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,1,BBL Esports,,0.1k,Eco: 0-5k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,1,Team Vitality,,0.2k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,2,BBL Esports,,2.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,2,Team Vitality,,8.6k,Eco: 0-5k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,3,BBL Esports,,16.1k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,3,Team Vitality,,0.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,4,BBL Esports,,18.2k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,4,Team Vitality,,8.6k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,5,BBL Esports,,8.4k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,5,Team Vitality,,10.3k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,6,BBL Esports,,11.0k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,6,Team Vitality,,3.9k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,7,BBL Esports,,1.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,7,Team Vitality,,7.4k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,8,BBL Esports,,1.0k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,8,Team Vitality,,2.4k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,9,BBL Esports,,7.7k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,9,Team Vitality,,6.9k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,10,BBL Esports,,5.1k,Full buy: 20k+,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,10,Team Vitality,,1.6k,Full buy: 20k+,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,11,BBL Esports,,0.8k,Semi-buy: 10-20k,Loss
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,11,Team Vitality,,2.3k,Semi-buy: 10-20k,Win
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,12,BBL Esports,,2.5k,Semi-buy: 10-20k,Win
