Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Loadout Value,Remaining Credits,Type,Outcome
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,16,Evil Geniuses,,12.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,17,LOUD,,10.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,17,Evil Geniuses,,3.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,18,LOUD,,6.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,18,Evil Geniuses,,4.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,19,LOUD,,2.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,19,Evil Geniuses,,6.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,20,LOUD,,2.2k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,20,Evil Geniuses,,14.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,21,LOUD,,0.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,21,Evil Geniuses,,15.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,22,LOUD,,5.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,22,Evil Geniuses,,2.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,23,LOUD,,8.1k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,23,Evil Geniuses,,7.7k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,24,LOUD,,16.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,24,Evil Geniuses,,0.5k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,25,LOUD,,0.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,25,Evil Geniuses,,0.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,26,LOUD,,0.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,LOUD vs Evil Geniuses,Abyss,26,Evil Geniuses,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,1,KRÜ Esports,,0.1k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,1,LEVIATÁN,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,2,KRÜ Esports,,9.3k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,2,LEVIATÁN,,1.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,3,KRÜ Esports,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,3,LEVIATÁN,,14.0k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,4,KRÜ Esports,,7.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,4,LEVIATÁN,,1.5k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,5,KRÜ Esports,,9.8k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,5,LEVIATÁN,,8.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,6,KRÜ Esports,,0.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,6,LEVIATÁN,,16.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,7,KRÜ Esports,,9.4k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,7,LEVIATÁN,,7.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,8,KRÜ Esports,,3.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,8,LEVIATÁN,,7.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,9,KRÜ Esports,,6.2k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,9,LEVIATÁN,,18.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,10,KRÜ Esports,,6.0k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,10,LEVIATÁN,,27.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,11,KRÜ Esports,,0.8k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,11,LEVIATÁN,,31.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,12,KRÜ Esports,,0.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,12,LEVIATÁN,,29.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,13,KRÜ Esports,,0.3k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,13,LEVIATÁN,,0.0k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,14,KRÜ Esports,,8.9k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,14,LEVIATÁN,,2.8k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,15,KRÜ Esports,,1.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,15,LEVIATÁN,,12.8k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,16,KRÜ Esports,,8.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,16,LEVIATÁN,,1.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,17,KRÜ Esports,,0.9k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Bind,17,LEVIATÁN,,6.9k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,1,KRÜ Esports,,0.4k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,1,LEVIATÁN,,0.4k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,2,KRÜ Esports,,9.4k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,2,LEVIATÁN,,2.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,3,KRÜ Esports,,0.8k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,3,LEVIATÁN,,12.6k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,4,KRÜ Esports,,10.1k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,4,LEVIATÁN,,1.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,5,KRÜ Esports,,8.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,5,LEVIATÁN,,8.1k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,6,KRÜ Esports,,16.8k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,6,LEVIATÁN,,2.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,7,KRÜ Esports,,5.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,7,LEVIATÁN,,9.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,8,KRÜ Esports,,5.1k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,8,LEVIATÁN,,12.6k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,9,KRÜ Esports,,6.5k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,9,LEVIATÁN,,13.7k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,10,KRÜ Esports,,4.5k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,10,LEVIATÁN,,4.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,11,KRÜ Esports,,7.1k,Semi-eco: 5-10k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,11,LEVIATÁN,,10.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,12,KRÜ Esports,,0.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,12,LEVIATÁN,,6.2k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,13,KRÜ Esports,,0.4k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,13,LEVIATÁN,,0.0k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,14,KRÜ Esports,,8.8k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,14,LEVIATÁN,,3.6k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,15,KRÜ Esports,,0.2k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,15,LEVIATÁN,,13.3k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,16,KRÜ Esports,,7.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,16,LEVIATÁN,,5.6k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,17,KRÜ Esports,,5.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,17,LEVIATÁN,,4.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,18,KRÜ Esports,,17.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,18,LEVIATÁN,,8.4k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,19,KRÜ Esports,,4.3k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,19,LEVIATÁN,,5.9k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,20,KRÜ Esports,,9.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,20,LEVIATÁN,,9.0k,Semi-eco: 5-10k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,21,KRÜ Esports,,1.3k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,21,LEVIATÁN,,2.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,22,KRÜ Esports,,1.3k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,22,LEVIATÁN,,11.3k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,23,KRÜ Esports,,1.7k,Semi-buy: 10-20k,Loss
VCT 2026: Americas Kickoff,Main Event,Lower Round 1,KRÜ Esports vs LEVIATÁN,Split,23,LEVIATÁN,,3.7k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,1,Mega Minors,,0.1k,Eco: 0-5k,Win
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,1,100 Thieves,,0.2k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,2,Mega Minors,,6.2k,Semi-buy: 10-20k,Win
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,2,100 Thieves,,8.8k,Eco: 0-5k,Loss
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,3,Mega Minors,,12.4k,Full buy: 20k+,Loss
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,3,100 Thieves,,0.4k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,4,Mega Minors,,3.0k,Full buy: 20k+,Win
VCT 2026: Americas Kickoff,Main Event,Middle Round 3,NRG vs 100 Thieves,Haven,4,100 Thieves,,10.0k,Full buy: 20k+,Loss
