Tournament,Stage,Match Type,Match Name,Map,Round Number,Team,Method,Outcome
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,17,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,17,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,18,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,18,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,19,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,19,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,1,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,1,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,2,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,2,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,3,FNATIC,Detonated,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,3,Team Liquid,Failed Defused,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,4,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,4,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,5,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,5,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,6,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,6,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,7,Team Liquid,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,7,FNATIC,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,8,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,8,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,9,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,9,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,10,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,10,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,11,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,11,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,12,Team Liquid,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,12,FNATIC,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,13,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,13,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,14,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,14,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,15,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,15,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,16,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,16,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,17,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,17,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,18,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,18,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,19,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,19,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,20,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,20,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,21,Team Liquid,Detonated,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,21,FNATIC,Failed Defused,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,22,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,22,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,23,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,23,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,1,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,1,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,2,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,2,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,3,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,3,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,4,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,4,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,5,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,5,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,6,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,6,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,7,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,7,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,8,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,8,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,9,Team Liquid,Detonated,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,9,FNATIC,Failed Defused,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,10,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,10,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,11,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,11,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,12,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,12,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,13,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,13,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,14,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,14,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,15,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,15,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,16,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,16,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,17,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,17,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,18,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,18,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,19,Team Liquid,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,19,FNATIC,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,20,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,20,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,21,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,21,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,22,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,22,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,23,Team Liquid,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,23,FNATIC,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,24,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,24,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,25,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,25,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,26,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,26,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,27,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,27,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,28,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,28,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,29,FNATIC,Defused,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,29,Team Liquid,Detonated Denied,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,30,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,30,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,31,FNATIC,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,31,Team Liquid,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,32,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,32,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,33,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,33,FNATIC,Eliminated,Loss
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,34,Team Liquid,Elimination,Win
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,34,FNATIC,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,1,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,1,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,2,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,2,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,3,Team Secret,Defused,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,3,Nongshim RedForce,Detonated Denied,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,4,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,4,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,5,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,5,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,6,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,6,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,7,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,7,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,8,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,8,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,9,Team Secret,Defused,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,9,Nongshim RedForce,Detonated Denied,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,10,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,10,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,11,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,11,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,12,Team Secret,Defused,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,12,Nongshim RedForce,Detonated Denied,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,13,Nongshim RedForce,Defused,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,13,Team Secret,Detonated Denied,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,14,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,14,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,15,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,15,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,16,Team Secret,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,16,Nongshim RedForce,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,17,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,17,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,18,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,18,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,1,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,1,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,2,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,2,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,3,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,3,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,4,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,4,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,5,Team Secret,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,5,Nongshim RedForce,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,6,Nongshim RedForce,Defused,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,6,Team Secret,Detonated Denied,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,7,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,7,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,8,Team Secret,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,8,Nongshim RedForce,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,9,Team Secret,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,9,Nongshim RedForce,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,10,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,10,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,11,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,11,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,12,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,12,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,13,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,13,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,14,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,14,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,15,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,15,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,16,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,16,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,17,Nongshim RedForce,Detonated,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,17,Team Secret,Failed Defused,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,18,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,18,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,19,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,19,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,20,Team Secret,Time Expiry (No Plant),Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,20,Nongshim RedForce,Time Expiry (Failed to Plant),Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,21,Nongshim RedForce,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,21,Team Secret,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,1,ZETA DIVISION,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,1,FULL SENSE,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,2,ZETA DIVISION,Elimination,Win
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,2,FULL SENSE,Eliminated,Loss
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,3,FULL SENSE,Defused,Win
