Tournament,Stage,Match Type,Match Name,Map,Player Team,Player,Enemy Team,Enemy,Player Kills,Enemy Kills,Difference,Kill Type
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,ComeBack,Natus Vincere,Shao,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,Natus Vincere,Filu,0,1,-1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,Natus Vincere,hiro,1,0,1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,Natus Vincere,Ruxic,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Haven,Team Heretics,benjyfishy,Natus Vincere,Shao,1,0,1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Filu,1,3,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,sociablEE,2,4,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,hiro,1,5,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Ruxic,0,3,-3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Shao,3,1,2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Filu,3,4,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,sociablEE,0,3,-3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,hiro,2,2,0,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Ruxic,1,5,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Shao,2,1,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Filu,4,2,2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,sociablEE,1,3,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,hiro,3,5,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Ruxic,2,4,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Shao,2,2,0,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Filu,3,5,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,sociablEE,2,3,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,hiro,2,4,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Ruxic,2,2,0,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Shao,0,2,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Filu,0,2,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,sociablEE,3,4,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,hiro,2,3,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Ruxic,3,2,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Shao,3,2,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Filu,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,sociablEE,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,hiro,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Ruxic,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Shao,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Filu,1,0,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,sociablEE,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,hiro,1,0,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Ruxic,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Shao,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Filu,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,sociablEE,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,hiro,2,1,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Ruxic,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Shao,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Filu,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,sociablEE,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,hiro,0,2,-2,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Ruxic,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Shao,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Filu,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,sociablEE,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,hiro,0,2,-2,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Ruxic,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Shao,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Filu,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,hiro,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Ruxic,0,1,-1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,RieNs,Natus Vincere,Shao,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Filu,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,hiro,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Ruxic,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Boo,Natus Vincere,Shao,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Filu,1,0,1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,hiro,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Ruxic,1,1,0,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,Wo0t,Natus Vincere,Shao,1,0,1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Filu,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,hiro,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Ruxic,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,ComeBack,Natus Vincere,Shao,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Filu,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,sociablEE,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,hiro,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Ruxic,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Heretics vs Natus Vincere,Split,Team Heretics,benjyfishy,Natus Vincere,Shao,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,starxo,7,11,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,marteen,9,4,5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,bipo,7,2,5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,GLYPH,3,7,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,Minny,2,14,-12,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,starxo,6,11,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,marteen,7,7,0,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,bipo,8,7,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,GLYPH,4,3,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,Minny,8,5,3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,starxo,4,7,-3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,marteen,4,4,0,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,bipo,8,5,3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,GLYPH,10,6,4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,Minny,11,8,3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,starxo,8,1,7,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,marteen,7,9,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,bipo,4,8,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,GLYPH,5,6,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,Minny,3,8,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,starxo,7,12,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,marteen,2,7,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,bipo,6,4,2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,GLYPH,3,8,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,Minny,2,6,-4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,starxo,0,1,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,marteen,1,0,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,bipo,2,0,2,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,GLYPH,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,Minny,1,2,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,starxo,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,marteen,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,bipo,2,3,-1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,GLYPH,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,Minny,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,starxo,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,marteen,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,bipo,3,1,2,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,GLYPH,3,0,3,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,Minny,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,starxo,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,marteen,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,bipo,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,GLYPH,,,,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,Minny,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,starxo,2,1,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,marteen,0,5,-5,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,bipo,3,1,2,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,GLYPH,1,1,0,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,Minny,1,0,1,First Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,starxo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,marteen,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,bipo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,GLYPH,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Cloud,Gentle Mates,Minny,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,starxo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,marteen,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,bipo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,GLYPH,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,grubinho,Gentle Mates,Minny,0,1,-1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,starxo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,marteen,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,bipo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,GLYPH,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,Flickless,Gentle Mates,Minny,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,starxo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,marteen,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,bipo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,GLYPH,0,1,-1,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,westside,Gentle Mates,Minny,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,starxo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,marteen,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,bipo,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,GLYPH,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,All Maps,GIANTX,ara,Gentle Mates,Minny,,,,Op Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,Cloud,Gentle Mates,starxo,3,6,-3,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,Cloud,Gentle Mates,marteen,4,2,2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,Cloud,Gentle Mates,bipo,4,0,4,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,Cloud,Gentle Mates,GLYPH,0,2,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,Cloud,Gentle Mates,Minny,2,7,-5,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,grubinho,Gentle Mates,starxo,3,4,-1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,grubinho,Gentle Mates,marteen,3,5,-2,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,grubinho,Gentle Mates,bipo,6,5,1,All Kills
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,GIANTX vs Gentle Mates,Pearl,GIANTX,grubinho,Gentle Mates,GLYPH,2,1,1,All Kills
