Tournament,Stage,Match Type,Map,Team,Agent,Total Wins By Map,Total Loss By Map,Total Maps Played
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,ENVY,jett,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,FURIA,viper,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,FURIA,waylay,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,FURIA,yoru,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,FURIA,omen,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,FURIA,fade,3,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,viper,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,waylay,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,omen,1,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,fade,2,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,breach,1,1,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,astra,1,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,G2 Esports,neon,1,0,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,LEVIATÁN,viper,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,LEVIATÁN,waylay,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,LEVIATÁN,yoru,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,LEVIATÁN,omen,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,LEVIATÁN,fade,1,2,3
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,viper,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,astra,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,yoru,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,fade,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,KRÜ Esports,raze,0,1,1
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,viper,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,waylay,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,yoru,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,omen,0,2,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,tejo,0,1,2
VCT 2026: Americas Kickoff,All Stages,All Match Types,Split,Sentinels,fade,0,1,2
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Natus Vincere,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Natus Vincere,raze,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Natus Vincere,skye,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Natus Vincere,chamber,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Karmine Corp,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Karmine Corp,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Karmine Corp,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Karmine Corp,tejo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Karmine Corp,skye,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,FUT Esports,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,FUT Esports,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,FUT Esports,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,FUT Esports,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,FUT Esports,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Gentle Mates,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Gentle Mates,fade,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Split,Gentle Mates,raze,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Natus Vincere,killjoy,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,cypher,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Haven,Karmine Corp,phoenix,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,tejo,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,brimstone,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,PCIFIC Esports,kayo,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,cypher,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,FUT Esports,tejo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Abyss,Gentle Mates,brimstone,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,PCIFIC Esports,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,BBL Esports,jett,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,ULF Esports,jett,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Breeze,Team Vitality,jett,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,killjoy,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,PCIFIC Esports,sage,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Pearl,BBL Esports,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,neon,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,ULF Esports,breach,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,phoenix,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 1,Corrode,Team Vitality,chamber,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Team Heretics,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Team Heretics,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Team Heretics,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Team Heretics,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Team Heretics,brimstone,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Natus Vincere,raze,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Natus Vincere,brimstone,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Natus Vincere,skye,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Natus Vincere,tejo,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,GIANTX,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,GIANTX,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,GIANTX,brimstone,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,GIANTX,skye,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,GIANTX,sage,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Gentle Mates,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Gentle Mates,fade,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Bind,Gentle Mates,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Team Heretics,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Team Heretics,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Team Heretics,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Team Heretics,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Team Heretics,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Natus Vincere,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Natus Vincere,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Natus Vincere,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Natus Vincere,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,Natus Vincere,killjoy,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,FNATIC,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,FNATIC,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,FNATIC,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,FNATIC,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,FNATIC,killjoy,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,BBL Esports,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,BBL Esports,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Haven,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Team Heretics,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Team Heretics,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Team Heretics,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Team Heretics,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Team Heretics,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Natus Vincere,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Natus Vincere,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Natus Vincere,raze,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Natus Vincere,skye,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Split,Natus Vincere,chamber,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Liquid,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Liquid,fade,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Liquid,brimstone,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Liquid,killjoy,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Liquid,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Vitality,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Vitality,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Vitality,fade,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Vitality,sage,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Team Vitality,tejo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,GIANTX,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,GIANTX,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,GIANTX,neon,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,GIANTX,killjoy,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,GIANTX,kayo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Gentle Mates,fade,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Gentle Mates,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Pearl,Gentle Mates,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Liquid,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Liquid,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Liquid,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Liquid,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Liquid,jett,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Vitality,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Vitality,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Vitality,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Vitality,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,Team Vitality,jett,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,FNATIC,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,FNATIC,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,FNATIC,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,FNATIC,neon,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,FNATIC,sage,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,BBL Esports,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Breeze,BBL Esports,jett,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Liquid,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Liquid,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Liquid,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Liquid,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Liquid,kayo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Vitality,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Vitality,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Vitality,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Vitality,chamber,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Corrode,Team Vitality,phoenix,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Natus Vincere,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Natus Vincere,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Natus Vincere,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Natus Vincere,tejo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Natus Vincere,skye,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Gentle Mates,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Gentle Mates,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Gentle Mates,brimstone,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,BBL Esports,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,BBL Esports,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Team Vitality,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Team Vitality,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Team Vitality,waylay,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Team Vitality,astra,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Abyss,Team Vitality,veto,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Natus Vincere,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Natus Vincere,raze,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Natus Vincere,brimstone,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Natus Vincere,tejo,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Natus Vincere,skye,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Gentle Mates,waylay,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Gentle Mates,viper,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Bind,Gentle Mates,fade,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,BBL Esports,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,BBL Esports,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,BBL Esports,omen,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,BBL Esports,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,BBL Esports,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,Team Vitality,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,Team Vitality,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,Team Vitality,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,Team Vitality,viper,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Haven,Team Vitality,killjoy,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,yoru,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,sova,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,astra,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,cypher,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,Gentle Mates,neon,1,0,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,yoru,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,sova,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,cypher,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,omen,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Haven,BBL Esports,neon,0,1,1
